yyyy;mm;dd;1;2;3;4;5;6;zz
1997;3;1;5;7;13;20;22;44;24
1997;2;22;2;8;15;27;30;39;29
1997;2;15;16;27;30;34;38;47;46
1997;2;8;5;10;15;26;33;49;19
1997;2;1;10;22;24;26;31;39;28
1997;1;25;1;7;11;14;29;36;17
1997;1;18;10;19;28;36;44;47;32
1997;1;11;3;28;29;33;35;40;11
1997;1;4;6;10;31;44;46;48;17
1996;12;28;4;18;32;44;46;49;45
1996;12;21;10;11;13;32;39;49;1
1996;12;14;6;22;33;35;41;44;24
1996;12;7;2;8;10;14;27;42;4
1996;11;30;4;5;24;30;32;39;31
1996;11;23;20;23;36;38;39;44;43
1996;11;16;2;20;21;23;26;36;42
1996;11;9;4;7;16;18;28;48;3
1996;11;2;9;10;20;32;36;47;4
1996;10;26;3;20;21;24;35;42;15
1996;10;19;6;10;22;24;25;32;47
1996;10;12;4;17;23;24;35;37;18
1996;10;5;1;3;7;24;34;43;42
1996;9;28;2;7;16;24;43;48;12
1996;9;21;5;8;15;40;44;49;27
1996;9;14;3;7;14;16;43;45;20
1996;9;7;8;14;16;29;30;45;38
1996;8;31;8;29;30;34;35;39;41
1996;8;24;1;18;29;34;46;49;35
1996;8;17;3;5;17;37;47;49;46
1996;8;10;2;17;19;23;38;47;15
1996;8;3;2;23;37;39;43;45;7
1996;7;27;2;6;13;26;32;34;16
1996;7;20;13;18;33;45;47;48;6
1996;7;13;10;28;33;37;40;41;18
1996;7;6;9;11;15;18;33;46;10
1996;6;29;1;2;3;11;26;47;35
1996;6;22;11;12;17;23;34;41;37
1996;6;15;15;30;32;33;36;37;40
1996;6;8;8;12;16;20;28;41;22
1996;6;1;8;23;27;29;43;47;31
1996;5;25;6;18;21;27;28;36;4
1996;5;18;6;17;29;35;44;48;15
1996;5;11;4;6;18;39;41;49;34
1996;5;4;6;10;11;21;42;48;32
1996;4;27;2;25;27;28;38;42;3
1996;4;20;3;11;13;28;32;36;14
1996;4;13;7;9;10;11;18;23;44
1996;4;6;19;24;30;41;43;44;32
1996;3;30;2;8;12;20;35;45;16
1996;3;23;7;24;25;31;35;46;12
1996;3;16;12;15;17;25;35;36;41
1996;3;9;3;14;18;19;24;38;6
1996;3;2;3;9;20;34;35;38;28
1996;2;24;4;23;29;31;37;43;8
1996;2;17;1;4;20;30;43;47;41
1996;2;10;26;34;36;41;47;48;9
1996;2;3;5;13;20;25;38;40;49
1996;1;27;3;10;21;33;36;49;8
1996;1;20;8;9;17;25;42;43;34
1996;1;13;3;7;20;26;29;42;32
1996;1;6;3;6;14;19;22;32;29
1995;12;30;8;21;24;32;43;49;9
1995;12;23;6;7;20;35;44;47;42
1995;12;16;13;21;28;33;39;47;18
1995;12;9;2;9;12;15;38;39;20
1995;12;2;2;16;25;26;37;39;34
1995;11;25;32;39;42;44;48;49;23
1995;11;18;1;13;23;25;32;43;28
1995;11;11;15;21;24;33;38;39;40
1995;11;4;18;23;29;33;37;44;4
1995;10;28;2;11;13;20;36;40;14
1995;10;21;10;15;32;36;37;39;18
1995;10;14;3;5;21;31;42;47;32
1995;10;7;3;9;10;18;37;39;4
1995;9;30;6;11;14;15;25;46;12
1995;9;23;20;24;27;28;38;40;1
1995;9;16;19;21;29;37;40;43;15
1995;9;9;7;16;23;37;41;42;1
1995;9;2;6;11;25;32;37;42;30
1995;8;26;13;17;20;27;33;48;23
1995;8;19;4;23;32;36;42;49;37
1995;8;12;13;20;26;44;48;49;37
1995;8;5;5;9;17;23;36;47;2
1995;7;29;11;12;39;41;43;45;18
1995;7;22;12;13;16;26;32;47;33
1995;7;15;3;5;25;34;44;46;16
1995;7;8;9;10;21;22;24;44;43
1995;7;1;2;23;28;29;44;47;9
1995;6;24;3;7;28;30;33;37;45
1995;6;17;11;14;25;40;42;48;27
1995;6;10;3;18;20;21;30;40;9
1995;6;3;10;11;26;29;32;45;6
1995;5;27;1;13;18;25;28;30;32
1995;5;20;6;12;16;20;39;41;46
1995;5;13;1;16;28;30;34;48;7
1995;5;6;2;18;27;31;38;39;29
1995;4;29;4;13;21;25;26;31;46
1995;4;22;20;22;25;26;33;37;31
1995;4;15;10;23;26;33;38;45;6
1995;4;8;13;15;24;32;36;49;26
1995;4;1;4;11;20;32;33;48;30
1995;3;25;5;10;13;28;32;43;35
1995;3;18;7;8;13;32;33;43;40
1995;3;11;4;18;21;25;26;31;5
1995;3;4;27;36;37;41;47;49;42
1995;2;25;3;6;26;34;37;47;41
1995;2;18;1;9;12;24;31;38;28
1995;2;11;11;13;35;38;41;42;8
1995;2;4;2;4;6;8;31;44;36
1995;1;28;17;33;37;39;45;49;26
1995;1;21;12;18;21;27;41;44;29
1995;1;14;8;23;28;40;42;45;14
1995;1;7;2;12;19;41;47;48;26
1994;12;31;7;15;26;32;37;41;44
1994;12;24;1;6;13;16;30;43;37
1994;12;17;19;24;35;36;37;38;21
1994;12;10;2;3;5;8;13;43;21
1994;12;3;3;23;27;32;36;48;5
1994;11;26;3;10;13;14;23;28;9
1994;11;19;3;4;6;18;46;47;24
1994;11;12;19;29;31;36;41;48;33
1994;11;5;6;9;22;24;30;33;41
1994;10;29;7;13;15;23;29;33;8
1994;10;22;19;22;27;31;45;46;47
1994;10;15;5;7;18;22;38;41;13
1994;10;8;3;12;35;36;44;48;38
1994;10;1;1;8;9;28;32;38;3
1994;9;24;6;7;16;23;44;47;17
1994;9;17;14;15;27;37;41;48;40
1994;9;10;3;18;34;37;42;45;1
1994;9;3;5;16;17;24;30;42;39
1994;8;27;5;8;9;10;24;38;6
1994;8;20;4;27;33;36;40;41;18
1994;8;13;3;16;17;26;40;43;27
1994;8;6;7;20;27;39;42;44;33
1994;7;30;18;20;35;40;42;49;39
1994;7;23;5;7;20;40;45;48;10
1994;7;16;2;15;22;24;28;35;14
1994;7;9;17;18;25;27;28;36;45
1994;7;2;3;8;22;25;35;49;10
1994;6;25;1;2;10;29;30;35;14
1994;6;18;13;20;26;42;44;45;33
1994;6;11;4;9;16;29;39;49;8
1994;6;4;15;25;27;32;46;48;31
1994;5;28;2;16;19;38;46;49;44
1994;5;21;6;17;26;39;44;47;11
1994;5;14;4;8;11;17;38;39;35
1994;5;7;6;8;16;20;33;47;10
1994;4;30;2;14;17;29;36;44;48
1994;4;23;11;16;17;35;41;44;5
1994;4;16;1;6;17;21;24;46;34
1994;4;9;3;9;25;37;39;47;27
1994;4;2;19;21;32;37;48;49;43
1994;3;26;4;25;27;33;40;44;30
1994;3;19;11;14;24;32;36;42;43
1994;3;12;7;19;29;37;42;46;32
1994;3;5;4;7;11;32;46;49;23
1994;2;26;7;9;31;39;44;48;30
1994;2;19;2;12;15;24;31;39;4
1994;2;12;2;16;17;34;39;40;35
1994;2;5;5;10;18;21;29;34;6
1994;1;29;10;20;28;37;46;48;21
1994;1;22;3;13;17;30;37;44;16
1994;1;15;13;22;32;39;41;43;47
1994;1;8;10;13;19;32;35;43;37
1994;1;1;5;15;38;41;42;49;30
1993;12;25;18;22;29;32;34;44;38
1993;12;18;2;18;30;36;39;47;25
1993;12;11;9;27;30;33;36;48;35
1993;12;4;9;24;26;29;39;49;23
1993;11;27;2;5;6;8;22;24;39
1993;11;20;4;10;21;31;35;37;19
1993;11;13;1;3;21;26;38;46;42
1993;11;6;19;29;39;42;48;49;8
1993;10;30;1;12;18;20;27;28;7
1993;10;23;12;25;31;36;45;47;13
1993;10;16;6;12;14;20;34;46;29
1993;10;9;5;27;34;35;37;49;30
1993;10;2;6;25;27;30;34;39;33
1993;9;25;12;24;32;36;40;42;31
1993;9;18;5;14;22;23;37;47;15
1993;9;11;1;8;26;27;29;44;2
1993;9;4;2;14;19;25;26;39;31
1993;8;28;5;14;20;26;30;41;34
1993;8;21;6;8;9;29;31;44;41
1993;8;14;15;17;20;35;38;44;3
1993;8;7;13;17;20;25;41;46;15
1993;7;31;2;3;6;21;22;44;4
1993;7;24;6;18;25;32;41;46;36
1993;7;17;4;11;13;15;46;47;38
1993;7;10;15;17;26;27;40;41;29
1993;7;3;3;18;27;29;32;36;40
1993;6;26;6;8;11;14;41;49;40
1993;6;19;7;8;24;30;33;37;27
1993;6;12;10;18;22;34;35;43;20
1993;6;5;5;20;25;33;41;43;35
1993;5;29;14;24;26;29;30;40;13
1993;5;22;1;6;7;28;29;42;38
1993;5;15;8;22;26;30;31;48;25
1993;5;8;9;12;21;31;37;44;6
1993;5;1;1;2;6;13;30;34;5
1993;4;24;15;17;18;26;34;49;3
1993;4;17;18;22;23;27;32;36;39
1993;4;10;5;24;28;30;44;49;9
1993;4;3;9;16;22;26;44;46;7
1993;3;27;4;6;8;10;15;31;45
1993;3;20;10;12;21;34;44;49;9
1993;3;13;7;10;34;37;40;41;23
1993;3;6;6;12;17;18;30;32;25
1993;2;27;4;7;9;14;22;38;31
1993;2;20;9;10;23;24;36;49;7
1993;2;13;6;11;18;19;24;39;40
1993;2;6;4;6;20;25;32;42;26
1993;1;30;8;9;15;18;30;42;47
1993;1;23;2;14;18;21;29;45;48
1993;1;16;1;3;10;11;18;25;9
1993;1;9;1;7;11;22;30;42;5
1993;1;2;1;15;16;21;24;32;17
1992;12;26;2;7;15;17;39;43;16
1992;12;19;5;8;10;11;18;31;3
1992;12;12;5;9;12;19;21;28;40
1992;12;5;4;5;12;17;28;45;25
1992;11;28;7;18;34;38;40;49;8
1992;11;21;3;15;28;33;38;43;40
1992;11;14;17;18;19;34;46;48;31
1992;11;7;12;15;19;27;28;48;13
1992;10;31;5;14;24;34;46;48;40
1992;10;24;5;7;16;18;22;45;24
1992;10;17;16;24;26;28;39;45;8
1992;10;10;11;12;22;33;41;42;13
1992;10;3;7;8;18;19;32;49;36
1992;9;26;12;13;18;19;28;37;43
1992;9;19;3;5;24;35;42;46;48
1992;9;12;14;15;19;20;25;33;16
1992;9;5;8;12;30;32;35;38;33
1992;8;29;10;12;25;41;47;49;9
1992;8;22;5;32;36;39;40;45;46
1992;8;15;11;12;14;35;37;43;5
1992;8;8;5;9;10;25;26;45;12
1992;8;1;6;10;15;17;25;41;47
1992;7;25;1;5;18;35;45;48;22
1992;7;18;8;20;25;30;36;37;38
1992;7;11;1;5;16;19;24;48;18
1992;7;4;12;16;28;32;35;39;7
1992;6;27;3;14;15;19;24;42;37
1992;6;20;2;27;28;41;44;46;25
1992;6;13;2;17;23;35;43;46;44
1992;6;6;6;11;24;26;29;36;13
1992;5;30;8;19;21;32;33;36;6
1992;5;23;9;21;26;29;36;38;6
1992;5;16;1;7;17;28;44;49;2
1992;5;9;3;4;15;19;32;41;46
1992;5;2;2;5;22;29;39;46;38
1992;4;25;4;5;15;22;25;39;12
1992;4;18;10;24;31;40;41;49;12
1992;4;11;11;14;29;31;37;49;30
1992;4;4;1;3;5;17;27;30;47
1992;3;28;1;5;21;36;37;42;43
1992;3;21;14;19;20;21;35;47;3
1992;3;14;2;16;18;36;45;46;42
1992;3;7;9;15;28;31;42;43;4
1992;2;29;11;13;19;25;27;30;5
1992;2;22;3;4;11;39;40;46;6
1992;2;15;4;17;32;35;41;48;37
1992;2;8;6;16;25;37;40;41;18
1992;2;1;14;16;22;30;35;47;12
1992;1;25;20;22;31;40;41;47;29
1992;1;18;4;9;14;31;32;48;5
1992;1;11;1;3;18;21;39;45;49
1992;1;4;11;16;18;27;32;39;41
1991;12;28;17;35;36;43;45;46;44
1991;12;21;8;12;30;32;45;49;4
1991;12;14;1;37;39;43;44;47;42
1991;12;7;6;16;17;41;42;49;45
1991;11;30;6;12;15;16;28;48;29
1991;11;23;3;9;11;26;36;40;16
1991;11;16;2;8;29;31;32;43;39
1991;11;9;2;9;14;18;21;26;13
1991;11;2;4;18;23;24;32;45;31
1991;10;26;2;4;8;17;25;41;1
1991;10;19;4;24;33;34;38;39;11
1991;10;12;8;9;13;14;21;41;30
1991;10;5;12;16;17;23;31;36;32
1991;9;28;3;12;18;23;35;43;39
1991;9;21;9;17;18;19;40;46;22
1991;9;14;24;32;33;35;37;40;15
1991;9;7;32;34;44;45;48;49;4
1991;8;31;7;9;28;32;38;40;34
1991;8;24;7;26;31;32;36;41;21
1991;8;17;7;8;10;29;39;47;40
1991;8;10;7;10;22;23;25;41;40
1991;8;3;2;27;31;38;40;48;11
1991;7;27;5;12;37;39;41;46;45
1991;7;20;1;4;22;26;33;47;44
1991;7;13;1;15;19;31;32;43;26
1991;7;6;3;5;10;13;38;41;27
1991;6;29;4;5;24;27;42;47;45
1991;6;22;3;21;32;39;42;48;2
1991;6;15;1;25;26;28;34;48;6
1991;6;8;4;16;22;28;30;36;5
1991;6;1;7;9;11;13;32;40;30
1991;5;25;1;20;38;40;41;42;14
1991;5;18;4;16;21;22;36;46;47
1991;5;11;7;10;22;28;31;44;8
1991;5;4;19;21;30;35;36;43;40
1991;4;27;14;24;34;35;43;46;8
1991;4;20;10;12;17;37;38;49;14
1991;4;13;10;23;26;31;33;47;3
1991;4;6;11;20;26;27;38;49;46
1991;3;30;4;5;20;42;47;49;15
1991;3;23;18;24;31;37;43;49;45
1991;3;16;3;5;20;24;36;49;28
1991;3;9;13;16;21;22;27;43;39
1991;3;2;2;4;6;33;36;40;31
1991;2;23;5;6;15;19;30;33;31
1991;2;16;5;11;37;38;42;44;39
1991;2;9;4;8;31;34;38;49;20
1991;2;2;5;15;33;43;48;49;4
1991;1;26;9;19;26;34;43;47;25
1991;1;19;2;5;6;8;10;16;41
1991;1;12;2;15;22;37;39;41;46
1991;1;5;5;8;17;23;40;47;20
1990;12;29;5;13;18;29;32;35;37
1990;12;22;3;19;24;25;37;40;5
1990;12;15;7;8;26;37;40;43;9
1990;12;8;6;13;18;34;42;49;15
1990;12;1;2;6;18;33;36;47;43
1990;11;24;15;24;30;32;43;46;5
1990;11;17;14;15;17;25;34;49;41
1990;11;10;3;12;18;24;37;42;38
1990;11;3;3;25;27;33;42;49;21
1990;10;27;5;11;19;23;25;26;27
1990;10;20;15;24;25;34;43;46;18
1990;10;13;9;11;13;22;40;46;39
1990;10;6;1;7;27;31;32;41;35
1990;9;29;16;22;31;37;46;47;34
1990;9;22;2;3;17;21;38;46;22
1990;9;15;2;21;24;26;32;42;43
1990;9;8;7;9;19;22;29;35;18
1990;9;1;9;11;20;24;34;39;1
1990;8;25;16;17;33;35;40;41;36
1990;8;18;1;4;17;35;37;48;3
1990;8;11;5;7;21;25;29;36;6
1990;8;4;10;12;14;25;29;30;38
1990;7;28;3;23;24;28;37;49;45
1990;7;21;20;24;27;34;43;47;41
1990;7;14;2;10;18;22;34;37;32
1990;7;7;4;10;20;42;43;48;33
1990;6;30;2;4;5;27;28;35;47
1990;6;23;1;19;25;36;40;44;48
1990;6;16;6;17;18;26;35;39;3
1990;6;9;3;9;28;32;36;37;20
1990;6;2;1;11;26;34;35;49;14
1990;5;26;1;12;18;22;46;49;15
1990;5;19;3;6;14;25;40;41;39
1990;5;12;3;4;19;21;29;41;16
1990;5;5;7;8;20;23;35;42;43
1990;4;28;5;17;19;20;43;47;3
1990;4;21;3;13;18;25;26;38;36
1990;4;14;4;9;23;24;28;34;42
1990;4;7;3;12;26;31;42;49;15
1990;3;31;3;6;7;9;10;32;8
1990;3;24;8;14;33;38;43;49;11
1990;3;17;4;7;34;36;46;48;41
1990;3;10;4;12;21;24;29;39;42
1990;3;3;4;11;17;42;43;45;27
1990;2;24;8;12;14;17;27;46;6
1990;2;17;1;7;15;25;32;49;5
1990;2;10;10;20;21;38;46;49;7
1990;2;3;20;29;35;42;46;48;45
1990;1;27;6;9;10;12;37;42;44
1990;1;20;1;8;17;18;40;42;10
1990;1;13;6;12;15;33;37;42;9
1990;1;6;12;30;44;45;46;48;2
1989;12;30;2;15;16;44;46;49;27
1989;12;23;7;9;23;28;38;39;36
1989;12;16;3;18;26;28;31;33;46
1989;12;9;2;15;24;33;37;46;6
1989;12;2;19;23;27;46;47;48;29
1989;11;25;5;7;8;21;42;46;30
1989;11;18;2;3;27;32;33;36;40
1989;11;11;4;20;26;29;32;48;17
1989;11;4;9;27;32;37;44;47;45
1989;10;28;3;21;24;25;32;34;17
1989;10;21;4;8;13;20;21;36;17
1989;10;14;3;5;9;27;35;37;23
1989;10;7;2;4;8;23;40;49;11
1989;9;30;4;10;17;28;29;35;8
1989;9;23;6;7;12;32;39;45;33
1989;9;16;9;21;23;38;43;47;33
1989;9;9;13;26;39;42;46;47;34
1989;9;2;2;19;21;25;26;39;29
1989;8;26;1;13;20;22;40;46;14
1989;8;19;11;13;14;18;27;29;40
1989;8;12;8;11;16;17;37;47;32
1989;8;5;9;11;20;38;42;47;16
1989;7;29;2;3;12;15;30;32;33
1989;7;22;12;13;26;28;31;43;34
1989;7;15;5;15;17;24;38;49;12
1989;7;8;2;3;4;7;25;36;6
1989;7;1;4;16;19;21;24;44;48
1989;6;24;4;14;16;38;42;46;36
1989;6;17;4;8;12;32;40;41;7
1989;6;10;6;8;10;16;21;34;45
1989;6;3;7;17;19;22;23;27;45
1989;5;27;4;8;17;21;25;29;40
1989;5;20;5;6;9;35;36;47;33
1989;5;13;5;17;18;24;26;41;3
1989;5;6;4;11;12;16;25;43;1
1989;4;29;5;7;19;22;42;48;12
1989;4;22;4;9;16;22;31;34;12
1989;4;15;2;3;7;33;41;42;24
1989;4;8;6;12;24;31;43;48;22
1989;4;1;10;18;28;32;35;38;5
1989;3;25;19;37;38;39;44;48;41
1989;3;18;5;6;7;10;22;38;41
1989;3;11;19;20;42;43;44;49;41
1989;3;4;14;17;18;33;35;41;30
1989;2;25;9;12;16;21;41;42;17
1989;2;18;1;16;29;37;38;45;26
1989;2;11;14;36;40;41;43;44;49
1989;2;4;11;19;25;27;37;43;47
1989;1;28;1;5;9;17;37;49;18
1989;1;21;12;13;16;17;26;40;47
1989;1;14;6;7;12;23;35;36;49
1989;1;7;2;6;13;26;32;45;49
1988;12;31;8;12;24;33;41;49;23
1988;12;24;1;4;16;25;31;48;2
1988;12;17;34;35;39;47;48;49;32
1988;12;10;9;15;26;29;38;42;16
1988;12;3;9;11;31;42;45;47;43
1988;11;26;10;11;20;24;28;46;4
1988;11;19;5;24;29;32;37;44;11
1988;11;12;22;26;27;29;33;37;40
1988;11;5;10;15;17;21;34;38;46
1988;10;29;12;20;27;34;36;47;24
1988;10;22;4;9;24;29;30;41;3
1988;10;15;4;14;21;32;43;49;37
1988;10;8;3;8;9;13;15;39;30
1988;10;1;5;8;11;19;28;34;20
1988;9;24;3;21;23;25;27;47;26
1988;9;17;19;20;22;34;38;43;48
1988;9;10;5;14;15;20;28;45;13
1988;9;3;1;3;8;17;23;30;10
1988;8;27;9;17;21;22;28;32;31
1988;8;20;22;26;36;43;47;48;18
1988;8;13;2;9;14;16;37;44;6
1988;8;6;4;6;23;29;38;41;10
1988;7;30;4;7;25;39;40;49;43
1988;7;23;3;7;12;27;42;46;19
1988;7;16;3;23;28;30;41;45;13
1988;7;9;8;18;19;29;37;42;26
1988;7;2;4;11;19;29;38;39;14
1988;6;25;7;11;26;30;36;47;24
1988;6;18;1;10;37;43;44;47;48
1988;6;11;26;29;31;35;36;41;13
1988;6;4;18;19;20;22;35;40;44
1988;5;28;2;10;23;34;42;44;46
1988;5;21;3;15;19;20;40;41;13
1988;5;14;4;7;22;26;41;46;47
1988;5;7;2;5;19;20;40;47;31
1988;4;30;8;12;15;29;31;40;7
1988;4;23;10;12;33;40;43;44;25
1988;4;16;9;16;26;30;35;42;44
1988;4;9;12;15;22;35;42;49;43
1988;4;2;3;6;19;33;38;43;46
1988;3;26;10;11;28;38;43;47;17
1988;3;19;11;12;14;30;32;39;45
1988;3;12;9;11;18;30;36;46;15
1988;3;5;12;27;33;34;43;47;25
1988;2;27;10;22;27;31;44;45;4
1988;2;20;2;4;11;22;39;44;10
1988;2;13;2;6;19;21;36;45;13
1988;2;6;7;11;14;35;41;45;33
1988;1;30;7;27;37;40;44;49;25
1988;1;23;24;25;26;30;31;32;33
1988;1;16;6;17;36;37;42;44;18
1988;1;9;1;10;26;30;31;37;11
1988;1;2;12;19;22;25;32;45;6
1987;12;26;9;12;18;31;38;41;34
1987;12;19;21;29;31;32;38;46;37
1987;12;12;2;14;16;19;25;41;40
1987;12;5;4;6;17;22;34;42;27
1987;11;28;9;10;11;16;35;44;42
1987;11;21;18;20;23;25;31;38;41
1987;11;14;6;19;23;30;36;45;17
1987;11;7;14;21;22;23;25;42;6
1987;10;31;9;20;37;39;46;48;2
1987;10;24;11;18;19;20;33;48;36
1987;10;17;3;4;7;12;27;33;37
1987;10;10;11;15;17;41;46;49;33
1987;10;3;16;35;42;46;47;48;49
1987;9;26;8;12;19;33;43;45;35
1987;9;19;18;20;24;32;41;43;19
1987;9;12;1;5;21;40;41;45;26
1987;9;5;7;11;27;28;41;47;29
1987;8;29;1;9;25;35;36;46;30
1987;8;22;1;8;22;32;34;40;16
1987;8;15;11;17;21;23;28;31;44
1987;8;8;9;19;23;38;45;49;31
1987;8;1;1;33;43;46;48;49;4
1987;7;25;1;6;7;20;45;46;44
1987;7;18;3;25;33;38;42;43;14
1987;7;11;2;4;14;16;22;23;47
1987;7;4;1;6;17;27;29;42;2
1987;6;27;20;25;26;31;33;40;12
1987;6;20;4;15;20;24;27;40;39
1987;6;13;13;15;16;19;20;27;3
1987;6;6;10;15;22;23;26;36;41
1987;5;30;5;7;12;27;41;44;4
1987;5;23;3;8;11;21;26;45;19
1987;5;16;15;16;19;39;42;47;2
1987;5;9;2;12;14;19;23;30;38
1987;5;2;7;21;22;33;37;39;25
1987;4;25;8;16;18;36;38;45;21
1987;4;18;4;12;27;30;37;44;2
1987;4;11;1;9;14;15;22;49;23
1987;4;4;13;16;18;27;47;49;9
1987;3;28;10;13;18;41;42;43;33
1987;3;21;10;14;22;39;41;49;31
1987;3;14;14;15;28;32;33;34;17
1987;3;7;6;18;29;40;48;49;38
1987;2;28;4;5;20;23;31;43;44
1987;2;21;3;10;24;33;46;47;12
1987;2;14;13;15;30;31;42;44;17
1987;2;7;1;9;10;23;26;37;48
1987;1;31;7;19;38;40;42;49;29
1987;1;24;2;16;27;32;39;46;22
1987;1;17;19;29;31;39;40;45;10
1987;1;10;6;10;24;31;47;49;1
1987;1;3;4;7;10;21;30;40;23
1986;12;27;7;15;21;25;28;34;2
1986;12;20;15;25;27;30;42;48;2
1986;12;13;1;10;13;15;35;45;44
1986;12;6;5;9;14;28;31;33;43
1986;11;29;2;5;6;18;25;29;35
1986;11;22;6;11;12;16;17;27;2
1986;11;15;16;23;26;28;45;46;38
1986;11;8;3;5;8;23;43;48;44
1986;11;1;11;15;17;20;34;41;23
1986;10;25;10;14;19;42;44;46;31
1986;10;18;5;25;30;31;38;41;49
1986;10;11;7;17;22;26;27;35;44
1986;10;4;4;9;20;21;25;35;49
1986;9;27;17;20;27;39;47;49;11
1986;9;20;3;8;13;23;35;38;7
1986;9;13;6;10;14;16;23;28;17
1986;9;6;15;16;31;32;37;49;10
1986;8;30;1;19;32;37;39;48;35
1986;8;23;18;23;26;32;34;45;7
1986;8;16;2;3;28;31;42;49;23
1986;8;9;8;14;17;34;38;43;47
1986;8;2;6;32;33;35;44;47;40
1986;7;26;8;16;22;27;28;29;34
1986;7;19;4;6;18;28;29;45;5
1986;7;12;10;22;23;30;34;40;24
1986;7;5;2;5;6;15;18;27;33
1986;6;28;1;3;31;37;40;45;48
1986;6;21;10;21;27;29;32;49;46
1986;6;14;5;17;18;22;28;47;36
1986;6;7;3;13;14;27;38;39;41
1986;5;31;6;12;15;30;31;49;9
1986;5;28;1;16;28;30;35;36;18
1986;5;24;5;12;18;26;39;42;20
1986;5;21;4;5;9;15;20;26;34
1986;5;17;5;12;22;23;36;49;18
1986;5;14;4;6;8;14;26;29;34
1986;5;10;3;8;14;37;41;42;23
1986;5;7;4;5;9;15;17;26;29
1986;5;3;8;15;33;37;38;49;18
1986;4;30;2;14;17;27;32;37;8
1986;4;26;3;24;33;35;44;49;34
1986;4;23;3;5;6;8;16;17;37
1986;4;19;1;21;23;24;36;44;42
1986;4;16;3;4;11;17;19;20;2
1986;4;12;11;19;24;42;46;47;6
1986;4;9;1;8;12;22;23;31;3
1986;4;5;1;21;24;27;45;49;31
1986;4;2;2;12;13;17;19;25;14
1986;3;29;3;6;29;31;41;45;33
1986;3;26;16;18;19;24;31;35;12
1986;3;22;5;6;18;19;26;44;34
1986;3;19;1;8;12;17;27;29;3
1986;3;15;20;23;28;35;36;42;45
1986;3;12;5;6;10;11;22;24;3
1986;3;8;5;14;17;33;37;43;32
1986;3;5;1;5;8;16;25;28;34
1986;3;1;11;13;24;26;41;42;34
1986;2;26;1;7;26;30;31;34;3
1986;2;22;6;10;18;27;41;48;17
1986;2;19;6;12;14;22;32;37;2
1986;2;15;14;17;29;33;44;48;43
1986;2;12;5;6;7;10;19;29;30
1986;2;8;11;29;30;31;48;49;39
1986;2;5;7;9;11;14;22;28;3
1986;2;1;3;6;33;37;42;43;39
1986;1;29;6;12;16;21;24;32;3
1986;1;25;20;24;27;31;45;48;46
1986;1;22;6;13;19;20;22;31;15
1986;1;18;3;19;28;29;36;41;44
1986;1;15;9;15;18;20;36;37;16
1986;1;11;7;8;10;31;32;38;13
1986;1;8;1;6;12;16;26;30;3
1986;1;4;8;31;32;33;43;46;27
1986;1;1;5;6;11;14;15;16;3
1985;12;28;1;14;30;35;37;49;23
1985;12;25;15;16;18;21;30;33;6
1985;12;21;7;9;17;36;37;44;12
1985;12;18;2;12;21;25;27;28;3
1985;12;14;8;17;19;20;23;29;3
1985;12;11;7;9;10;15;16;21;3
1985;12;7;6;12;23;28;33;48;41
1985;12;4;11;25;26;29;31;34;3
1985;11;30;3;15;22;30;36;48;7
1985;11;27;2;10;14;24;26;35;3
1985;11;23;8;15;31;38;39;48;24
1985;11;20;1;2;8;16;24;32;33
1985;11;16;1;10;11;15;38;48;49
1985;11;13;3;9;10;11;13;23;2
1985;11;9;3;14;19;20;36;46;24
1985;11;6;3;5;8;10;12;36;38
1985;11;2;2;5;9;24;34;42;15
1985;10;30;3;5;8;13;16;32;33
1985;10;26;15;28;38;39;44;46;4
1985;10;23;2;5;9;10;17;24;33
1985;10;19;13;15;19;25;38;43;20
1985;10;16;6;10;18;19;26;29;36
1985;10;12;10;12;15;34;35;49;7
1985;10;9;2;3;4;7;10;36;38
1985;10;5;30;31;37;38;45;48;9
1985;10;2;8;12;19;20;21;29;3
1985;9;28;3;5;7;16;34;48;32
1985;9;25;10;16;17;28;30;32;8
1985;9;21;9;12;19;24;37;38;2
1985;9;18;1;8;11;13;20;22;2
1985;9;14;7;14;33;34;35;45;40
1985;9;11;8;18;27;28;30;37;35
1985;9;7;3;7;18;26;38;43;8
1985;9;4;5;6;20;27;31;36;3
1985;8;31;1;3;13;21;24;49;4
1985;8;28;3;5;9;16;22;26;36
1985;8;24;2;24;26;30;38;42;37
1985;8;21;8;10;20;23;27;32;7
1985;8;17;5;9;11;18;19;48;13
1985;8;14;16;18;21;22;27;32;28
1985;8;10;13;20;22;29;39;46;4
1985;8;7;1;3;5;17;24;30;34
1985;8;3;1;2;21;23;30;38;10
1985;7;31;1;12;16;19;22;26;30
1985;7;27;4;20;26;33;39;40;10
1985;7;24;1;6;10;16;18;27;2
1985;7;20;2;15;16;22;30;35;7
1985;7;17;7;8;16;23;26;30;3
1985;7;13;2;3;10;31;32;42;43
1985;7;10;5;17;23;24;26;28;10
1985;7;6;4;10;11;15;20;25;46
1985;7;3;8;17;19;20;26;32;13
1985;6;29;4;5;8;15;36;39;45
1985;6;26;2;9;15;17;25;29;3
1985;6;22;7;9;29;42;46;49;5
1985;6;19;6;10;11;23;26;28;29
1985;6;15;6;7;16;24;46;48;30
1985;6;12;4;12;14;26;27;32;31
1985;6;8;12;23;28;30;45;47;32
1985;6;5;6;11;21;22;31;35;19
